customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
25577,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
25578,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
25579,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes
25580,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes
25581,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
25582,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
25583,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes
25584,Yes,No,DSL,No,No,No,Yes,Yes,No internet service
25585,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes
25586,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
25587,Yes,Yes,Fiber optic,No,No,No,No,No,No
25588,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes
25589,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
25590,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service
25591,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes
25592,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
25593,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service
25594,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes
25595,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes
25596,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
25597,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service
25598,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes
25599,No,Yes,Fiber optic,No,No,No,No,No,No
25600,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
25601,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No
25602,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No
25603,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
25604,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
25605,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25606,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
25607,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
25608,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
25609,Yes,No,Fiber optic,No,No,No,No,Yes,No
25610,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No
25611,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
25612,Yes,No,DSL,Yes,No,No,Yes,Yes,No
25613,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes
25614,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service
25615,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No internet service
25616,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
25617,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
25618,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes
25619,Yes,No phone service,Fiber optic,No,No,No,No,No,No
25620,Yes,Yes,Fiber optic,No,No,No,No,No,No
25621,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
25622,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes
25623,Yes,Yes,DSL,Yes,No,No,No,No,Yes
25624,Yes,Yes,Fiber optic,No,No,No,No,No,No
25625,Yes,No,DSL,No,Yes,Yes,No,No,No
25626,No,Yes,Fiber optic,No,No,No,No,Yes,No
25627,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes
25628,Yes,Yes,DSL,No,No,No,No,No,No
25629,Yes,Yes,DSL,Yes,No,No,Yes,No,No
25630,Yes,No,DSL,Yes,No,Yes,No,No,No
25631,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
25632,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
25633,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
25634,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No
25635,Yes,No phone service,DSL,Yes,No,Yes,No,No,No
25636,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes
25637,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
25638,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
25639,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25640,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes
25641,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes
25642,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,Yes
25643,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No
25644,Yes,Yes,Fiber optic,No,No,No,No,No,No
25645,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes
25646,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes
25647,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
25648,Yes,No,DSL,Yes,No,Yes,Yes,No,No
25649,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service
25650,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes
25651,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
25652,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes
25653,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
25654,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
25655,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
25656,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
25657,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
25658,Yes,Yes,DSL,No,Yes,No,No,No,No
25659,Yes,Yes,Fiber optic,No,No,No,No,No,No
25660,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
25661,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service
25662,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
25663,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
25664,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25665,No,No,No,No,Yes,Yes,No,Yes,Yes
25666,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
25667,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
25668,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
25669,Yes,No,Fiber optic,No,Yes,No,No,No,No
25670,Yes,Yes,DSL,No,No,No,No,No,Yes
25671,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes
25672,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
25673,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
25674,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes
25675,Yes,No,Fiber optic,No,No,Yes,No,No,No
25676,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service
25677,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
25678,Yes,Yes,DSL,No,Yes,No,No,Yes,No
25679,Yes,Yes,Fiber optic,No,No,No,No,No,No
25680,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes
25681,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
25682,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
25683,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service
25684,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
25685,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
25686,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
25687,Yes,No,Fiber optic,No,No,No,No,No,No
25688,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
25689,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes
25690,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service
25691,Yes,Yes,Fiber optic,No,No,No,No,No,No
25692,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
25693,Yes,No,Fiber optic,Yes,No,No,No,No,No
25694,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
25695,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service
25696,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
25697,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25698,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
25699,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
25700,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service
25701,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes
25702,Yes,No,No,No,Yes,No,Yes,Yes,Yes
25703,Yes,Yes,DSL,No,No,Yes,No,No,No
25704,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
25705,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
25706,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes
25707,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25708,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25709,Yes,No,DSL,Yes,No,No internet service,No,Yes,No
25710,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service
25711,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
25712,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25713,Yes,No,Fiber optic,No,No,No,No,No,No
25714,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service
25715,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
25716,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
25717,Yes,No phone service,DSL,Yes,No,No,No,No,No
25718,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
25719,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25720,Yes,Yes,DSL,No,No,No,No,Yes,No
25721,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
25722,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
25723,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes
25724,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
25725,Yes,Yes,DSL,No,No,No,No,No,No
25726,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes
25727,Yes,No,DSL,No,No,No,No,No,No
25728,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No
25729,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
25730,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service
25731,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
25732,Yes,No,DSL,No,Yes,No,No,Yes,Yes
25733,Yes,Yes,No,No,Yes,Yes,No,Yes,No
25734,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25735,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes
25736,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
25737,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service
25738,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
25739,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
25740,Yes,Yes,Fiber optic,No,No,No,No,No,No
25741,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
25742,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service
25743,No,Yes,Fiber optic,No,No,No,No,No,No
25744,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
25745,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
25746,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
25747,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
25748,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
25749,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
25750,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25751,Yes,Yes,DSL,Yes,Yes,No,No,No,No
25752,Yes,Yes,Fiber optic,No,No,No,No,No,No
25753,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes
25754,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
25755,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
25756,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
25757,Yes,Yes,Fiber optic,No,No,No,No,No,No
25758,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
25759,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
25760,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
25761,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
25762,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes
25763,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
25764,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes
25765,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
25766,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
25767,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
25768,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25769,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
25770,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes
25771,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
25772,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service
25773,Yes,Yes,Fiber optic,No,No,No,No,No,No
25774,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service
25775,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No
25776,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes
25777,Yes,No,Fiber optic,No,No,No,No,No,No
25778,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25779,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes
25780,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
25781,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
25782,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
25783,Yes,Yes,DSL,No,No,No,Yes,No,No
25784,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
25785,Yes,Yes,Fiber optic,No,No,No,No,No,No
25786,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
25787,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes
25788,Yes,Yes,DSL,No,Yes,No,No,No,Yes
25789,Yes,No,DSL,No,No internet service,Yes,Yes,No,No
25790,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No
25791,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
25792,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
25793,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25794,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes
25795,Yes,Yes,DSL,No,No,No,No,No,No
25796,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
25797,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service
25798,Yes,No,Fiber optic,No,No,No,No,No,No
25799,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
25800,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes
25801,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes
25802,Yes,No,DSL,Yes,No,Yes,No,No,Yes
25803,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
25804,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service
25805,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes
25806,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes
25807,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service
25808,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
25809,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
25810,Yes,No,DSL,Yes,No,No,No,No,No
25811,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes
25812,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes
25813,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes
25814,Yes,No,DSL,Yes,Yes,No,No,No,No
25815,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes
25816,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes
25817,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
25818,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes
25819,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
25820,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
25821,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
25822,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
25823,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
25824,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service
25825,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
25826,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
25827,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes
25828,Yes,Yes,No,No,No,No internet service,Yes,No,Yes
25829,Yes,No,Fiber optic,No,No,No,Yes,No,No
25830,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes
25831,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
25832,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service
25833,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service
25834,Yes,No,DSL,No,Yes,Yes,No,Yes,No
25835,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes
25836,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes
25837,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes
25838,No,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service
25839,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes
25840,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service
25841,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes
25842,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service
25843,Yes,No,Fiber optic,No,No,No,No,No,No
25844,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes
25845,Yes,No,DSL,No,No,Yes,No,No,No
25846,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service
25847,Yes,Yes,DSL,No,No,No,No,No,Yes
25848,Yes,Yes,DSL,No,No,No,Yes,No,No
25849,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes
25850,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No
25851,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes
25852,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes
25853,Yes,No,Fiber optic,No,No,No,No,No,No
25854,Yes,No,Fiber optic,No,No,No,No,No,No
25855,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes
25856,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
25857,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
25858,Yes,Yes,Fiber optic,No,No,No,No,No,No
25859,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
25860,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
25861,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
25862,Yes,Yes,Fiber optic,No,No,No,No,No,No
25863,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
25864,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
25865,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
25866,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
25867,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service
25868,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes
25869,Yes,No,DSL,Yes,No,No,No,No,Yes
25870,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service
25871,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
25872,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No
25873,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
25874,Yes,No,DSL,Yes,Yes,No,No,No,No
25875,Yes,Yes,Fiber optic,No,No,No,No,No,No
25876,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
25877,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
25878,Yes,No,Fiber optic,No,No,No,No,No,No
25879,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service
25880,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
25881,No,No phone service,Fiber optic,No,No,No,No,No,No
25882,Yes,No,DSL,No,No,No,No,Yes,Yes
25883,Yes,No,No,Yes,No,Yes,No,No,No
25884,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes
25885,Yes,No,DSL,No,No,Yes,No,Yes,Yes
25886,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
25887,Yes,Yes,Fiber optic,No,No,No,No,No,No
25888,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
25889,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
25890,Yes,No,DSL,No,Yes,No,No,Yes,No
25891,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
25892,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
25893,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service
25894,Yes,Yes,DSL,No,No,No,No,No,No
25895,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes
25896,Yes,No,DSL,No,No,No,No,No,No
25897,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes
25898,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
25899,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25900,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
25901,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
25902,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes
25903,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
25904,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
25905,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
25906,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
25907,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25908,Yes,Yes,DSL,No,No,Yes,No,No,Yes
25909,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service
25910,Yes,No,Fiber optic,No,No,No,No,No,No
25911,Yes,Yes,Fiber optic,No,No,No,No,No,No
25912,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
25913,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service
25914,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service
25915,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
25916,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes
25917,Yes,No,No,Yes,Yes,No,No internet service,No,No
25918,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes
25919,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
25920,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
25921,Yes,Yes,Fiber optic,No,No,No,No,No,No
25922,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
25923,Yes,No,Fiber optic,No,No,No,No,No,No
25924,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
25925,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
25926,Yes,No,DSL,No,No,No,No,No,No
25927,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service
25928,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes
25929,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes
25930,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Yes
25931,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25932,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
25933,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes
25934,Yes,No,DSL,No,No,No,No,Yes,No
25935,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes
25936,Yes,Yes,No,No,No,Yes,No,No,No
25937,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes
25938,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25939,Yes,No,Fiber optic,No,No,No,No,No,No
25940,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
25941,Yes,No,DSL,Yes,No,Yes,No,No,No
25942,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
25943,Yes,No,DSL,No,No,Yes,Yes,No,Yes
25944,No,Yes,No,No,No,Yes,Yes,No,Yes
25945,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
25946,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service
25947,Yes,No,DSL,No,No,No,No,Yes,Yes
25948,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
25949,No,Yes,No,Yes,Yes,Yes,No internet service,No,Yes
25950,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No
25951,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes
25952,Yes,No,Fiber optic,No,No,No,No,No,No
25953,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
25954,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes
25955,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
25956,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes
25957,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
25958,Yes,No,DSL,No,No internet service,No,Yes,No internet service,Yes
25959,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
25960,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
25961,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes
25962,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes
25963,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
25964,Yes,No,DSL,No,No,No,No,No,Yes
25965,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No
25966,Yes,No,No,Yes,Yes,No,Yes,No,No
25967,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes
25968,Yes,No,Fiber optic,No,No,No,No,No,No
25969,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
25970,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
25971,Yes,No phone service,Fiber optic,No,No,No,No,No,No
25972,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
25973,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service
